,video,obsNum,regular,critical,score,StartSeconds,timeEnd,htn,abstractLabel,causeLabel,questionLabel,effectLabel,qWord,qPhrase,auxVerb,actionVerb
95,636,11,8,6,380,312,5:10,initiateCommitment,collaborateNavigationPriority,suggestThreatroomAvoid,askThreatroomPlan,confirmThreatroomAvoid,does,doesAnyone,do,agree
96,636,12,8,6,380,294,4:51,askInformation,breakGPS,noticeUniqueKnowledge,askThreatroom,noAnswer,do,doYou,do,have
97,636,13,10,6,400,252,4:10,askInformation,collaborateCarryStabilized,noticeMedicLocation,askInformationTeammate,requestStabilizedMark,are,areYou,nil,are
98,636,14,10,6,400,247,4:06,initiateCommitment,collaborateCarryStabilized,noticeMedic ,requestStatusVictim,confirmStabilizedMark,can,canYou,can,type
99,636,15,11,6,410,235,3:53,initiateCommitment,shareUniqueKnowledge,shareGPSKnowledge,requestInformationRoom,clarifyInformationRequest,can,canYou,can,check
100,636,16,11,6,410,226,3:44,clarifySomething,shareUniqueKnowledge,noAnnotatedCause,clarifyRoom,confirmInformationRequest,inflection,youSaid,nil,said
101,636,17,13,6,430,199,3:16,confirmInformation,collaborateInformationSharing,noAnnotatedCause,clarifyInformationRequest,confirmInformationRequest,what,whatYou,were,ask
102,636,18,14,6,440,193,3:09,initiateCommitment,collaborateCriticalWake,noticeTeammate,requestCriticalWake,clarifyCriticalRoom,can,canYou,can,help
103,636,19,15,6,450,186,3:04,clarifySomething,collaborateCriticalWake,requestCriticalWake,clarifyCriticalRoom,confirmDestinationRoom,what,whatRoom,nil,is
104,636,20,15,6,450,160,2:38,initiateCommitment,collaborateLocationVictim,noAnnotatedCause,requestMarker,noAnnotatedEffect,can,canYou,can,delete
105,636,21,15,6,450,151,2:28,askInformation,askInformationRoom,noAnnotatedCause,askInformationRoom,noAnnotatedEffect,do,doYou,do,have
106,636,22,15,6,450,148,2:26,clarifySomething,shareUniqueKnowledge,noAnnotatedCause,askInformationLocation,answerInformationRoom,inflection,inflection,nil,nil
107,636,23,15,6,450,135,2:10,initiateCommitment,collaborateThreatroomCritical,noticeThreatroom,requestDestination,confirmRequestTeammate,can,canYou,can,come
108,636,24,15,7,500,89,1:25,clarifySomething,clearRoomRubble,noAnnotatedCause,clarifyBlockedRoom,clarifyRoomBlocked,can,canYou,can,repeat
109,636,25,15,7,500,33,0:31,initiateCommitment,collaborateCarryStabilized,carryLocationVictim,requestDestinationStabilized,stabilizeLocationVictim,can,canYou,can,check
110,636,26,15,8,550,23,0:21,askInformation,askPlanLocation,noAnnotatedCause,requestCollaborationRubble,noAnswer,do,doYou,do,have
111,636,27,16,8,560,10,0:09,askInformation,askUniqueKnowledge,askTeammateDirection,askInformationThreatroom,answerInformationRoom,do,doYou,do,have
112,637,1,0,0,0,936,15:34,clarifySomething,coordinateTeamPlan,sharingUniqueKnowledge,clarifyInformationRoom,confirmInformationRoom,correct,youSaid,nil,said
113,637,2,0,0,0,933,15:32,clarifySomething,shareUniqueKnowledge,sharingUniqueKnowledge,clarifyInformationRoom,confirmInformationRoom,was,wasThat,nil,was
114,637,3,0,0,0,927,15:26,clarifySomething,shareUniqueKnowledge,sharingUniqueKnowledge,clarifyInformationRoom,confirmInformationRoom,then,then,nil,object
115,637,4,0,0,0,884,14:42,clarifySomething,prioritizeLocationVictim,sharingUniqueKnowledge,clarifyLocationVictim,confirmInformationRoom,right,youSaid,nil,said
116,637,5,0,0,0,880,14:38,clarifySomething,collaborateTeamNavigate,clarifyInformationRoom,clarifyDestinationRoom,noAnnotatedEffect,is,okay,nil,is
117,637,6,0,0,0,838,13:56,initiateCommitment,collaborateRoomVictim,noticeRoomVictim,requestBreakRubble,noAnnotatedEffect,if,ifYou,could,clear
118,637,7,0,0,0,823,13:41,confirmInformation,clearLocationVictim,collaborateVictimClear,askClearLocation,confirmVictimClear,correct,lookClear,nil,look
119,637,8,0,1,50,808,13:26,initiateCommitment,clearLocationVictim,collaborateVictimClear,requestRoomSearch,confirmVictimClear,do,doYou,do,want
120,637,9,0,1,50,789,13:07,clarifySomething,clearLocationVictim,clearRoomVictim,askInformationRoom,answerInformationRoom,is,isStorage,nil,is
121,637,10,1,2,110,708,11:46,askInformation,clearLocationVictim,noticeTeammateCritical,askBreakRubble,answerNoBreakRubble,inflection,anyClear,need,clear
122,637,11,1,2,110,685,11:23,initiateCommitment,collaborateCriticalWake,noticeCriticalRoom,requestDestination,navigateRoom ,if,ifYou,want,come
123,637,12,2,3,170,647,10:45,confirmInformation,clearLocationVictim,collaborateClearLocation,confirmClearLocation,confirmVictimClear,inflection,inflection,have,clear
124,637,13,2,3,170,625,10:23,askInformation,answerSelf,noticeRubbleRoom,askCriticalRoom,answerCriticalRoom,is,isThere,nil,is
125,637,14,2,3,170,592,9:49,clarifySomething,clarifyTeamKnowledge,noticeStatusVictim,clarifyStatusVictim,confirmStatusVictim,wouldn't,wouldn'tThat,wouldn't,be
126,637,15,3,4,230,539,8:58,clarifySomething,collaborateCriticalRoom,noticeCriticalRoom,askRoomTeammate,navigateRoom ,which,whichRoom,nil,are
127,637,16,3,4,230,522,8:44,clearLocation,clearLocationVictim,clearLocationVictim,requestRoomSearch,confirmRoomNavigate,will,willYou,will,check
128,637,17,3,4,230,516,8:34,initiateCommitment,collaborateCarryStabilized,markStabilized,requestCarryStabilized,noAnnotatedEffect,if,ifYou,can,grab
129,637,18,3,4,230,512,8:31,clarifySomething,clearLocationVictim,confirmRoomNavigate,clarifyRoom,confirmClearRoom,inflection,inflection,nil,nil
130,637,19,3,5,280,407,6:46,clarifySomething,rescueRoomTeammate,noticeTeammateThreatroom,askLocationThreatroom,confirmRoomNavigation,which,whichRoom,nil,nil
131,637,20,3,5,280,392,6:30,clarifySomething,rescueVictim,noticeTeammateCarry,askStatusVictim,stabilizeVictim,is,isType,are,holding
132,637,21,5,5,300,320,5:18,clarifySomething,rescueTeammateThreatroom,confirmRoomNavigation,clarifyTeammateThreatroom,breakRubbleRoom,which,whichRoom,were,stuck
133,637,22,5,5,300,303,5:03,clarifySomething,rescueVictim,noticeStatusVictim,clarifyStatusVictim,noticeStatusVictim,inflection,isType,nil,nil
134,637,23,5,5,300,303,5:01,initiateCommitment,rescueVictim,noticeStatusVictim,requestVictimStabilize,carryStabilized,could,couldYou,could,stabilize
135,637,24,5,5,300,290,4:47,clarifySomething,clearLocationVictim,announceClearLocation,clarifyLocation,confirmClearRoom,which,whichArea,am,look
136,637,25,6,5,310,277,4:35,initiateCommitment,collaborateCriticalWake,noticeCriticalRoom,requestDestinatiion,confirmRoomNavigate,could,couldYou,could,come
137,637,26,6,5,310,272,4:31,askInformation,answeringSelf,trappedThreatroom,askLocationThreatroom,answerThreatroom,is,isThis,nil,is
138,637,27,6,5,310,259,4:17,initiateCommitment,collaborateCarryStabilized,stabilizeVictimThrow,requestCarryDrop,informStabilizedStatus,if,ifYou,can,take
139,637,28,6,5,310,254,4:13,clarifySomething,collaborateCarryStabilized,noAnnotatedCause,confirmStabilizedStatus,carryStabilized,inflection,inflection,nil,nil
140,637,29,7,5,320,217,3:35,initiateCommitment,collaborateStabilizedLocation,announceLocationVictim,requestVictimStabilize,stabilizeLocationVictim,if,ifYou,can,heal
141,637,30,9,5,340,164,2:41,initiateCommitment,clearLocationVictim,noticeRoomTeammate,requestBreakRubble,answerClearRoom,could,couldYou,could,empty
142,637,31,9,6,390,155,2:33,clarifySomething,clearLocationVictim,answerClearRoom,clarifyClearRoom,confirmClearRoom,was,wasThat,nil,were
143,637,32,9,6,390,124,2:01,clarifySomething,clearLocationVictim,collaborateClearLocation,clarifyClearLocation,confirmClearLocation,right,clearedOut,nil,clear
144,637,33,11,7,460,74,1:11,clarifySomething,collaborateCriticalWake,notwakeCritical,clarifyRoleCapabilities,confirmRole,when,whenWere,has,be
145,637,34,11,9,560,34,0:32,askInformation,collaborateCriticalRoom,noticeCriticalRoom,askCriticalRoom,clarifyCriticalRoom,did,didYou,did,check
146,637,35,11,10,610,23,0:21,clarifySomething,collaborateCriticalRoom,noticeCriticalRoom,clarifyCriticalRoom,clarifyCriticalRoom,inflection,youSaid,are,say
147,638,1,0,0,0,1005,16:43,askInformation,coordinateTeamPlan,shareUniqueKnowledge,collaborateInformationUnique,answerUniqueKnowledge,do,doThose,do,match
148,638,2,0,0,0,953,15:50,clarifySomething,coordinateTeamPlan,shareUniqueKnowledge,clarifyInformationLocation,answerUniqueKnowledge,were,youSaid,said,nil
149,638,3,0,0,0,934,15:31,clarifySomething,coordinateTeamPlan,shareUniqueKnowledge,clarifyNavigationTeammate,confirmTeamNavigate,then,thenClear,begin,clear
150,638,4,0,0,0,911,15:09,clarifySomething,clarifyUniqueKnowledge,clarifyTeamPlan,clarifyInformationRoom,answerUniqueKnowledge,are,onlyOne,are,nil
151,638,5,0,0,0,834,13:52,clarifySomething,collaborateCarryStabilized,noticeStabilizedRoom,clarifyStabilizedStatus,carryStabilized,inflection,areCritical,nil,are
152,638,6,0,0,0,829,13:47,initiateCommitment,collaborateCarryStabilized,noticeStabilizedRoom,requestCarryStabilized,confirmCarryStabilized,if,ifYou,want,put
153,638,7,0,1,50,815,13:31,initiateCommitment,collaborateThreatRoom,noticeThreatroom,requestBreakrRubble,confirmBreakRubble,if,ifYou,want,come
154,638,8,3,4,230,748,12:26,clarifySomething,collaborateCriticalRoom,noticeTeammateCritical,clarifyCriticalRoom,confirmCriticalRoom,which,whichRoom,did,say
155,638,9,3,4,230,731,12:09,clarifySomething,collaborateCriticalRoom,confirmCriticalRoom,clarifyThreatroom,confirmThreatroom,was,youSaid,nil,said
156,638,10,3,4,230,706,11:41,initiateCommitment,requestCriticalWake,noticeCriticalRoom,requestDestination,confirmDestinationRoom,inflection,helpMe,need,help
157,638,11,3,4,230,691,11:29,clarifySomething,collaborateCriticalWake,requestRoomTeammate,askStabilizedStatus,confirmDestinationRoom,which,whichOne,nil,is
158,638,12,3,4,230,681,11:23,askInformation,collaborateCriticalWake,requestRoomTeammate,askClearNavigate,confirmDestinationRoom,is,isZone,nil,is
159,638,13,4,4,240,637,10:34,clarifySomething,shareUniqueKnowledge,noticeMarker,clarifyMarker,answerStabilizedMarker,what,whatIs,slang,slang
160,638,14,4,5,290,623,10:21,askInformation,prioritizeClearLocation,noAnnotatedCause,clarifyClearRoom,answerClearLocation,have,haveWe,do,clear
161,638,15,4,5,290,617,10:15,clarifySomething,collaborateCarryStabilized,carryStabilized,clarifyStabilizedStatus,confirmStabilizedStatus,is,isOne,nil,is
162,638,16,5,6,350,570,9:28,askInformation,prioritizeClearLocation,prioritizeClearLocation,clarifyClearRoom,answerMarkRoomer,did,didYou,did,check
163,638,17,6,6,360,560,9:17,initiateCommitment,collaborateCriticalWake,noticeLocationTeammate,requestDestination,navigateDestinationTeammate,want,wantTo,want,come
164,638,18,7,6,370,526,8:44,askInformation,prioritizeClearLocation,prioritizeClearLocation,askLocationMarker,confirmClearRoom,did,didIt,did,look
165,638,19,7,6,370,521,8:37,initiateCommitment,coordinateTeamPlan,prioritizeClearLocation,askLocationPlan,answerLocationPriority,do,doWe,do,want
166,638,20,7,7,420,498,8:17,initiateCommitment,askSelf,noticeCriticalRoom,askCriticalWake,answerCriticalWake,do,doYou,do,want
167,638,21,7,7,420,485,8:03,clarifySomething,collaborateCarryStabilized,noticeStabilizedRoom,confirmStabilizedStatus,carryStabilized,inflection,thatIs,nil,is
168,638,22,10,8,500,459,7:35,clarifySomething,askTeamPlan,prioritizeClearLocation,askLocationPlan,answerClearLocation,right,sinceWe,are,go
169,638,23,10,8,500,452,7:30,askInformation,collaborateClearLocation,clearLocation,clarifyInformationLocation,answerInformationRoom,what,whatWas,nil,was
170,638,24,10,8,500,419,6:57,askInformation,askInformationLocation,noticeRoom,askInformationRoom,answerRoom,are,areAll,nil,are
171,638,25,10,8,500,411,6:49,clearLocation,clearRoom,noticeClearRoom,requestRoomSearch,navigateDestinationTeammate,do,doYou,do,want
172,638,26,10,9,550,374,6:11,clarifySomething,askInformationLocation,noticeRoom,askInformationRoom,answerRoom,what,whatIs,nil,is
173,638,27,10,10,600,340,5:29,clarifySomething,collaborateClearLocation,suggestDestinationTeammate,clarifyDestination,confirmDestination,inflection,inflection,nil,nil
174,638,28,11,10,610,307,5:05,askInformation,collaborateCriticalWake,announceCriticalRoom,askLocationTeammate,answerLocationTeammate,where,whereDid,did,go
175,638,29,11,10,610,282,4:40,clarifySomething,collaborateClearRoom,announceCriticalWake,askRoomTeammate,confirmClearRoom,which,whichRoom,nil,are
176,638,30,11,10,610,276,4:35,clarifySomething,collaborateClearRoom,announceCriticalWake,clarifyLocationTeammate,confirmClearRoom,inflection,inflection,nil,nil
177,638,31,11,10,610,275,4:33,clarifySomething,collaborateClearRoom,announceCriticalWake,clarifyClearRoom,confirmClearRoom,then,thenClear,got,clear
178,638,32,11,11,660,257,4:15,collaborateVictim,collaborateCarryStabilized,stabilizeVictim,requestCarryStabilized,confirmCarryStabilized,want,wantGrab,want,grab
179,638,33,11,11,660,241,4:00,clarifySomething,collaborateCarryStabilized,confirmCarryStabilized,clarifyStabilizedStatus,confirmStabilizedStatus,what,whatType,nil,is
180,638,34,12,12,720,206,3:23,askInformation,collaborateClearLocation,confirmClearLocation,askClearRoom,answerClearLocation,did,didWe,did,check
181,638,35,12,12,720,179,2:59,clarifySomething,prioritizeCriticalVictim,prioritizeCriticalVictim,clarifyCriticalRoom,clarifyCriticalRoom,which,whichRoom,nil,nil
182,638,36,13,12,7,119,1:55,initiateCommitment,prioritizeCriticalVictim,prioritizeCriticalRoom,suggestRoomTeammate,clarifyRoom,if,ifYou,want,wait
183,638,37,14,12,740,109,1:47,clarifySomething,prioritizeCriticalVictim,prioritizeCriticalRoom,clarifyCriticalRoom,confirmCriticalRoom,what,whatRoom,did,say
184,638,38,14,13,790,90,1:27,clarifySomething,collaborateCarryStabilized,noticeStabilizedLocation,clarifyStabilizedStatus,noAnnotatedEffect,what,whatIs,nil,is
185,638,39,14,13,790,81,1:19,askInformation,clarifyStabilizedStatus,clarifyStabilizedStatus,askLocationTeammate,locateMedicIdstabilized,where,whereAre,nil,are
186,638,40,14,13,790,59,0:58,clarifySomething,collaborateCarryStabilized,locateMedicIdstabilized,clarifyStabilizedStatus,carryStabilized,inflection,inflection,nil,nil
187,638,41,16,13,810,50,0:48,askInformation,collaborateClearLocation,prioritizeClearLocation,askClearLocation,answerClearLocation,have,haveWe,do,check
188,638,42,16,14,860,38,0:36,initiateCommitment,collaborateCarryStabilized,stabilizedVictim,requestCarryStabilized,carryStabilized,do,doYou,do,want
189,638,43,17,14,870,28,0:26,askInformation,collaborateCriticalPriority,prioritizeCriticalVictim,askCriticalInformation,suggestUniqueKnowledge,do,doWe,do,have
190,638,44,18,14,880,19,0:16,askInformation,collaborateCriticalPriority,suggestUniqueKnowledge,askCriticalInformation,answerCriticalLocation,are,areThere,nil,are
